31102019|23052019|20354269|F|900000002|01|003|00006|BDT|006BDT3132060041111000   |000730| INTEREST CREDIT        | |31102019|00000000005534000|00000000000000000|N|00000000|0000010000931158|DEP|          |000000000|     |
31102019|23052019|20354271|F|900000002|02|003|00006|BDT|006BDT0051003001111000   |000730| INTEREST CREDIT        | |31102019|00000000005534000|00000000000000000|N|00000000|0000010000931158|DEP|          |000000000|     |
31102019|25052019|10150409|F|900000003|01|003|00006|BDT|006BDT0014001101111000   |000730| INTEREST CREDIT        | |31102019|00000206916548000|00000000000000000|N|00000000|0000010000930164|DEP|          |000000000|     |
31102019|25052019|10150409|F|900000003|02|003|00006|BDT|006BDT0051003001111000   |000730| INTEREST CREDIT        | |31102019|00000206916548000|00000000000000000|N|00000000|0000010000930164|DEP|          |000000000|     |
31102019|25052019|10150421|F|900000007|01|003|00006|BDT|006BDT0014001109999000   |000730| INTEREST CREDIT        | |31102019|00000000002074000|00000000000000000|N|00000000|0000010000930172|DEP|          |000000000|     |
31102019|25052019|10150421|F|900000007|02|003|00006|BDT|006BDT0051003009999000   |000730| INTEREST CREDIT        | |31102019|00000000002074000|00000000000000000|N|00000000|0000010000930172|DEP|          |000000000|     |
31102019|25052019|10150426|F|900000010|01|003|00006|BDT|006BDT0014004001199000   |000730| INTEREST CREDIT        | |31102019|00000000103559000|00000000000000000|N|00000000|0000010000930180|DEP|          |000000000|     |
31102019|25052019|10150426|F|900000010|02|003|00006|BDT|006BDT0051003001199000   |000730| INTEREST CREDIT        | |31102019|00000000103559000|00000000000000000|N|00000000|0000010000930180|DEP|          |000000000|     |
31102019|25052019|10150429|F|900000012|01|003|00002|BDT|002BDT0014004009999000   |000730| INTEREST CREDIT        | |31102019|00000000000113000|00000000000000000|N|00000000|0000010000930182|DEP|          |000000000|     |
31102019|25052019|10150429|F|900000012|02|003|00002|BDT|002BDT0051003009999000   |000730| INTEREST CREDIT        | |31102019|00000000000113000|00000000000000000|N|00000000|0000010000930182|DEP|          |000000000|     |
31102019|25052019|10150436|F|900000014|01|003|00006|BDT|006BDT0014004009999000   |000730| INTEREST CREDIT        | |31102019|00000000000018000|00000000000000000|N|00000000|0000010000930185|DEP|          |000000000|     |
31102019|25052019|10150436|F|900000014|02|003|00006|BDT|006BDT0051003009999000   |000730| INTEREST CREDIT        | |31102019|00000000000018000|00000000000000000|N|00000000|0000010000930185|DEP|          |000000000|     |
31102019|25052019|10150440|F|900000016|01|003|00006|BDT|006BDT0014004009999000   |000730| INTEREST CREDIT        | |31102019|00000000528878000|00000000000000000|N|00000000|0000010000930187|DEP|          |000000000|     |
31102019|25052019|10150440|F|900000016|02|003|00006|BDT|006BDT0051003009999000   |000730| INTEREST CREDIT        | |31102019|00000000528878000|00000000000000000|N|00000000|0000010000930187|DEP|          |000000000|     |
31102019|25052019|10150444|F|900000018|01|003|00006|BDT|006BDT0014004009999000   |000730| INTEREST CREDIT        | |31102019|00000000005061000|00000000000000000|N|00000000|0000010000930189|DEP|          |000000000|     |
31102019|25052019|10150444|F|900000018|02|003|00006|BDT|006BDT0051003009999000   |000730| INTEREST CREDIT        | |31102019|00000000005061000|00000000000000000|N|00000000|0000010000930189|DEP|          |000000000|     |
31102019|25052019|10150447|F|900000020|01|003|00006|BDT|006BDT0014001109999000   |000730| INTEREST CREDIT        | |31102019|00000000264294000|00000000000000000|N|00000000|0000010000930191|DEP|          |000000000|     |
31102019|25052019|10150447|F|900000020|02|003|00006|BDT|006BDT0051003009999000   |000730| INTEREST CREDIT        | |31102019|00000000264294000|00000000000000000|N|00000000|0000010000930191|DEP|          |000000000|     |
31102019|25052019|10150454|F|900000022|01|003|00006|BDT|006BDT0014001101131000   |000730| INTEREST CREDIT        | |31102019|00000000620884000|00000000000000000|N|00000000|0000010000930196|DEP|          |000000000|     |
31102019|25052019|10150454|F|900000022|02|003|00006|BDT|006BDT0051003001131000   |000730| INTEREST CREDIT        | |31102019|00000000620884000|00000000000000000|N|00000000|0000010000930196|DEP|          |000000000|     |
